序号,交易所,发行人全称,审核状态,注册地,行业,保荐机构,会计师事务所,律师事务所,更新日期,受理日期
946,上海证券交易所,苏州伟创电气科技股份有限公司,注册生效,江苏,仪器仪表制造业,国泰君安证券股份有限公司,大信会计师事务所（特殊普通合伙）,北京市康达律师事务所,2020/12/1,2020/4/29
947,上海证券交易所,苏州华之杰电讯股份有限公司,已问询,江苏,通用设备制造业,国泰君安证券股份有限公司,江苏公证天业会计师事务所（特殊普通合伙）,北京市天元律师事务所,2020/10/29,2020/9/28
948,上海证券交易所,苏州华兴源创科技股份有限公司,注册生效,江苏,专用设备制造业,华泰联合证券有限责任公司,华普天健会计师事务所（特殊普通合伙）,上海市通力律师事务所,2019/6/14,2019/3/27
949,上海证券交易所,苏州和林微纳科技股份有限公司,提交注册,江苏,计算机、通信和其他电子设备制造业,华兴证券有限公司,天衡会计师事务所（特殊普通合伙）,江苏世纪同仁律师事务所,2021/1/15,2020/6/2
950,上海证券交易所,苏州国芯科技股份有限公司,已受理,江苏,软件和信息技术服务业,国泰君安证券股份有限公司,江苏公证天业会计师事务所（特殊普通合伙）,北京市炜衡律师事务所,2020/12/30,2020/12/30
951,上海证券交易所,苏州天准科技股份有限公司,注册生效,江苏,专用设备制造业,海通证券股份有限公司,瑞华会计师事务所（特殊普通合伙）,浙江六和律师事务所,2019/6/19,2019/4/2
952,深圳证券交易所,苏州天禄光科技股份有限公司,已问询,江苏,计算机、通信和其他电子设备制造业,中泰证券股份有限公司,大华会计师事务所（特殊普通合伙）,江苏世纪同仁律师事务所,2021/1/15,2020/7/31
953,深圳证券交易所,苏州宇邦新型材料股份有限公司,已问询,江苏,电气机械和器材制造业,中信建投证券股份有限公司,公证天业会计师事务所（特殊普通合伙）,北京市金杜律师事务所,2021/1/13,2020/12/15
954,深圳证券交易所,苏州宝丽迪材料科技股份有限公司,注册生效,江苏,橡胶和塑料制品业,东吴证券股份有限公司,立信会计师事务所（特殊普通合伙）,国浩律师（上海）事务所,2020/10/15,2020/7/2
955,深圳证券交易所,苏州富士莱医药股份有限公司,已问询,江苏,医药制造业,东方证券承销保荐有限公司,容诚会计师事务所（特殊普通合伙）,上海市锦天城律师事务所,2020/12/9,2020/11/11
956,上海证券交易所,苏州工业园区凌志软件股份有限公司,注册生效,江苏,软件和信息技术服务业,天风证券股份有限公司,众华会计师事务所（特殊普通合伙）,上海市锦天城律师事务所,2020/4/7,2019/4/12
957,上海证券交易所,苏州康代智能科技股份有限公司,终止,江苏,仪器仪表制造业,国泰君安证券股份有限公司,毕马威华振会计师事务所（特殊普通合伙）,上海市锦天城律师事务所,2020/12/30,2020/6/29
958,上海证券交易所,苏州快可光伏电子股份有限公司,已问询,江苏,电气机械和器材制造业,海通证券股份有限公司,中审众环会计师事务所（特殊普通合伙）,北京市康达律师事务所,2020/12/7,2020/11/10
959,上海证券交易所,苏州敏芯微电子技术股份有限公司,注册生效,江苏,计算机、通信和其他电子设备制造业,国泰君安证券股份有限公司,天健会计师事务所（特殊普通合伙）,浙江天册律师事务所,2020/7/14,2019/11/1
960,上海证券交易所,苏州新锐合金工具股份有限公司,已问询,江苏,有色金属冶炼和压延加工业,民生证券股份有限公司,江苏公证天业会计师事务所（特殊普通合伙）,上海市锦天城律师事务所,2020/11/26,2020/10/29
961,上海证券交易所,苏州昀冢电子科技股份有限公司,提交注册,江苏,计算机、通信和其他电子设备制造业,华泰联合证券有限责任公司,天衡会计师事务所（特殊普通合伙）,上海市锦天城律师事务所,2021/1/6,2020/6/11
962,上海证券交易所,苏州明志科技股份有限公司,上市委会议,江苏,金属制品业,东吴证券股份有限公司,江苏公证天业会计师事务所（特殊普通合伙）,远闻(上海)律师事务所,2020/12/18,2020/6/30
963,深圳证券交易所,苏州星诺奇科技股份有限公司,已问询,江苏,橡胶和塑料制品业,中信证券股份有限公司,容诚会计师事务所（特殊普通合伙）,国浩律师（南京）事务所,2021/1/19,2020/10/14
964,上海证券交易所,苏州晶云药物科技股份有限公司,已问询,江苏,研究和试验发展,华泰联合证券有限责任公司,立信会计师事务所（特殊普通合伙）,北京市天元律师事务所,2020/7/20,2020/6/19
965,深圳证券交易所,苏州欧圣电气股份有限公司,中止,江苏,电气机械和器材制造业,中泰证券股份有限公司,立信中联会计师事务所（特殊普通合伙）,国浩律师（上海）事务所,2020/11/23,2020/9/30
966,上海证券交易所,苏州泽璟生物制药股份有限公司,注册生效,江苏,医药制造业,中国国际金融股份有限公司,信永中和会计师事务所（特殊普通合伙）,北京市君合律师事务所,2019/12/31,2019/6/10
967,深圳证券交易所,苏州湘园新材料股份有限公司,已问询,江苏,化学原料和化学制品制造业,民生证券股份有限公司,天职国际会计师事务所（特殊普通合伙）,国浩律师（上海）事务所,2021/1/14,2020/10/19
968,上海证券交易所,苏州瀚川智能科技股份有限公司,注册生效,江苏,专用设备制造业,安信证券股份有限公司,致同会计师事务所（特殊普通合伙）,国浩律师（南京）事务所,2019/7/3,2019/4/4
969,上海证券交易所,苏州瑞博生物技术股份有限公司,已受理,江苏,医药制造业,国泰君安证券股份有限公司,安永华明会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2020/12/29,2020/12/29
970,上海证券交易所,苏州瑞可达连接系统股份有限公司,已问询,江苏,计算机、通信和其他电子设备制造业,东吴证券股份有限公司,容诚会计师事务所（特殊普通合伙）,国浩律师（南京）事务所,2021/1/18,2020/12/18
971,上海证券交易所,苏州纳微科技股份有限公司,上市委会议,江苏,化学原料和化学制品制造业,中信证券股份有限公司,容诚会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2020/12/3,2020/6/18
972,深圳证券交易所,苏州纽克斯电源技术股份有限公司,已受理,江苏,电气机械和器材制造业,中国国际金融股份有限公司,立信会计师事务所（特殊普通合伙）,国浩律师（上海）事务所,2020/12/31,2020/12/31
973,上海证券交易所,苏州绿的谐波传动科技股份有限公司,注册生效,江苏,通用设备制造业,国泰君安证券股份有限公司,天衡会计师事务所（特殊普通合伙）,北京市君合律师事务所,2020/8/4,2020/4/13
974,深圳证券交易所,苏州翔楼新材料股份有限公司,中止,江苏,金属制品业,华泰联合证券有限责任公司,公证天业会计师事务所（特殊普通合伙）,北京市金杜律师事务所,2020/12/3,2020/9/30
975,上海证券交易所,苏州艾隆科技股份有限公司,提交注册,江苏,专用设备制造业,海通证券股份有限公司,立信会计师事务所（特殊普通合伙）,北京观韬中茂律师事务所,2020/12/30,2020/6/2
976,上海证券交易所,苏州金宏气体股份有限公司,注册生效,江苏,化学原料和化学制品制造业,招商证券股份有限公司,容诚会计师事务所（特殊普通合伙）,江苏益友天元律师事务所,2020/5/21,2019/12/13
977,深圳证券交易所,苏文电能科技股份有限公司,提交注册,江苏,专业技术服务业,中信证券股份有限公司,立信会计师事务所（特殊普通合伙）,上海市锦天城律师事务所,2020/12/3,2020/6/28
978,深圳证券交易所,英诺激光科技股份有限公司,上市委会议通过,广东,计算机、通信和其他电子设备制造业,长城证券股份有限公司,大华会计师事务所（特殊普通合伙）,北京市信格律师事务所,2020/12/29,2020/6/22
979,深圳证券交易所,荣信教育文化产业发展股份有限公司,已问询,陕西,新闻和出版业,中原证券股份有限公司,容诚会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2021/1/12,2020/7/14
980,深圳证券交易所,菲鹏生物股份有限公司,已受理,广东,医药制造业,华泰联合证券有限责任公司,天健会计师事务所（特殊普通合伙）,北京市君合律师事务所,2020/12/25,2020/12/25
981,深圳证券交易所,营口风光新材料股份有限公司,已问询,辽宁,化学原料和化学制品制造业,中信建投证券股份有限公司,致同会计师事务所（特殊普通合伙）,北京国枫律师事务所,2020/12/18,2020/7/29
982,上海证券交易所,虹软科技股份有限公司,注册生效,浙江,软件和信息技术服务业,华泰联合证券有限责任公司,中信建投证券股份有限公司,立信会计师事务所（特殊普通合伙）,2019/7/2,2019/3/27
983,上海证券交易所,蚂蚁科技集团股份有限公司,注册生效,浙江,互联网和相关服务,中国国际金融股份有限公司,中信建投证券股份有限公司,安永华明会计师事务所（特殊普通合伙）,2020/10/21,2020/8/25
984,深圳证券交易所,蜂助手股份有限公司,已问询,广东,互联网和相关服务,光大证券股份有限公司,大华会计师事务所（特殊普通合伙）,北京大成律师事务所,2020/11/25,2020/10/28
985,深圳证券交易所,襄阳博亚精工装备股份有限公司,提交注册,湖北,通用设备制造业,长江证券承销保荐有限公司,中汇会计师事务所（特殊普通合伙）,北京海润天睿律师事务所,2020/12/25,2020/7/10
986,深圳证券交易所,西安中熔电气股份有限公司,上市委会议通过,陕西,电气机械和器材制造业,中原证券股份有限公司,中天运会计师事务所（特殊普通合伙）,上海市锦天城律师事务所,2021/1/8,2020/7/10
987,上海证券交易所,西安凯立新材料股份有限公司,上市委会议,陕西,化学原料和化学制品制造业,中信建投证券股份有限公司,信永中和会计师事务所（特殊普通合伙）,国浩律师（西安）事务所,2020/11/20,2020/6/19
988,上海证券交易所,西安康拓医疗技术股份有限公司,上市委会议,陕西,专用设备制造业,华泰联合证券有限责任公司,中审众环会计师事务所（特殊普通合伙）,国浩律师（西安）事务所,2020/12/11,2020/6/9
989,上海证券交易所,西安瑞联新材料股份有限公司,注册生效,陕西,化学原料和化学制品制造业,海通证券股份有限公司,立信会计师事务所（特殊普通合伙）,上海市瑛明律师事务所,2020/7/29,2020/3/10
990,上海证券交易所,西安铂力特增材技术股份有限公司,注册生效,陕西,通用设备制造业,中信建投证券股份有限公司,信永中和会计师事务所（特殊普通合伙）,北京国枫律师事务所,2019/7/1,2019/4/4
